0,227
1,9436
2,1837
3,3894
4,6629
5,3630
6,7421
7,4792
8,4657
9,6009
10,283
11,4420
12,6884
13,5287
14,5271
15,4144
16,3191
17,5379
18,9180
19,6943
20,2308
21,328
22,6933
23,6920
24,9720
25,7191
26,1034
27,1109
28,1172
29,5396
30,7922
31,8251
32,3918
33,9198
34,8156
35,7984
36,8964
37,4889
38,2985
39,7934
40,8000
41,186
42,8480
43,3618
44,8951
45,6750
46,2485
47,4897
48,636
49,9015
50,8212
51,1481
52,2418
53,3988
54,6711
55,9423
56,7438
57,2284
58,5223
59,4042
60,6570
61,2887
62,4080
63,570
64,8998
65,3241
66,8669
67,8230
68,4026
69,3932
70,7714
71,3490
72,3894
73,361
74,2296
75,6809
76,4874
77,3458
78,3314
79,3661
80,689
81,1855
82,7695
83,4248
84,6984
85,8675
86,7721
87,2813
88,3197
89,7722
90,2106
91,7360
92,1683
93,7570
94,7518
95,9759
96,1553
97,5842
98,531
99,8796
100,1066
101,1195
102,7084
103,3768
104,1319
105,1098
106,5862
107,4429
108,144
109,9559
110,6386
111,3288
112,5947
113,1934
114,1697
115,2097
116,5563
117,6151
118,2926
119,760
120,5657
121,4900
122,5668
123,2942
124,9824
125,2279
126,1344
127,2109
128,2786
129,2445
130,1858
131,7557
132,9240
133,6474
134,157
135,7460
136,1863
137,7938
138,8366
139,8001
140,9502
141,2529
142,6377
143,7814
144,2764
145,9177
146,7662
147,2183
148,654
149,8230
150,235
151,8563
152,5062
153,863
154,2875
155,3238
156,2263
157,1787
158,4540
159,2856
160,8621
161,5852
162,9070
163,8070
164,8650
165,941
166,4728
167,267
168,1594
169,5812
170,1268
171,6778
172,5432
173,7988
174,9482
175,9755
176,3289
177,6083
178,1227
179,7504
180,918
181,3170
182,4708
183,722
184,5336
185,9982
186,7714
187,9117
188,2220
189,513
190,7876
191,4660
192,8806
193,5990
194,9228
195,2307
196,369
197,9672
198,288
199,7503
200,5188
201,8565
202,7469
203,2300
204,7713
205,3124
206,651
207,5035
208,743
209,2080
210,6683
211,5869
212,5367
213,5264
214,6908
215,4233
216,6515
217,9413
218,5534
219,1254
220,3410
221,3535
222,8606
223,3558
224,5585
225,4364
226,9615
227,5983
228,9187
229,9214
230,4394
231,5366
232,3193
233,2216
234,9788
235,5658
236,7357
237,3381
238,4958
239,6427
240,5048
241,4437
242,7746
243,7925
244,6452
245,8612
246,6393
247,5789
248,8651
249,1913
250,7473
251,5014
252,5902
253,824
254,3164
255,5280
256,7282
257,8580
258,4892
259,8303
260,1812
261,4853
262,4266
263,531
264,6957
265,9073
266,9637
267,3625
268,9713
269,2474
270,4264
271,29
272,1714
273,949
274,5604
275,5898
276,609
277,6914
278,2285
279,2128
280,2404
281,3245
282,9777
283,641
284,5443
285,9375
286,2290
287,8232
288,5917
289,6961
290,2693
291,2406
292,5895
293,207
294,9907
295,1114
296,5876
297,3013
298,7709
299,3837
300,2897
301,5673
302,7196
303,3783
304,1879
305,9188
306,6454
307,1265
308,7699
309,6510
310,5341
311,9704
312,2866
313,7893
314,369
315,5994
316,4694
317,2090
318,4982
319,8593
320,2694
321,3224
322,6544
323,1177
324,1825
325,7345
326,6107
327,1504
328,5011
329,6551
330,5799
331,6953
332,1744
333,8036
334,6176
335,3740
336,2093
337,2119
338,4555
339,8686
340,6830
341,5436
342,4397
343,4664
344,3722
345,6662
346,438
347,3782
348,762
349,7371
350,4986
351,5727
352,5505
353,9500
354,6400
355,6588
356,1686
357,7472
358,5012
