0,18
1,65
2,46
3,30
4,28
5,89
6,67
7,1
8,25
9,12
10,66
11,27
12,13
13,13
14,79
15,86
16,76
17,32
18,61
19,22
20,52
21,51
22,47
23,32
24,45
25,80
26,28
27,81
28,20
29,36
30,7
31,36
32,74
33,23
34,30
35,55
36,34
37,78
38,45
39,70
40,39
41,65
42,9
43,25
44,4
45,28
46,79
47,38
48,6
49,58
50,80
51,89
52,4
53,69
54,52
55,15
56,34
57,19
58,18
59,32
60,3
61,42
62,23
63,24
64,76
65,87
66,80
67,45
68,15
69,36
70,0
71,15
72,38
73,35
74,28
75,74
76,89
77,31
78,26
79,75
80,5
81,36
82,29
83,79
84,42
85,40
86,85
87,24
88,84
89,8
