0,26
1,85
2,80
3,95
4,58
5,24
6,52
7,34
8,56
9,32
10,46
11,91
12,93
13,87
14,27
15,68
16,50
17,42
18,8
19,54
20,36
21,26
22,78
23,93
24,48
25,77
26,88
27,20
28,62
29,98
30,4
31,71
32,5
33,68
34,36
35,95
36,36
37,21
38,89
39,48
40,25
41,96
42,27
43,51
44,59
45,48
46,43
47,45
48,91
49,12
50,80
51,45
52,35
53,25
54,6
55,10
56,78
57,55
58,98
59,42
60,97
61,4
62,31
63,71
64,23
65,62
66,14
67,18
68,69
69,24
70,60
71,58
72,1
73,29
74,34
75,39
76,36
77,5
78,26
79,89
80,72
81,20
82,65
83,85
84,83
85,49
86,21
87,10
88,86
89,12
90,36
91,48
92,70
93,20
94,64
95,27
96,88
97,85
98,54
99,71
