0,619
1,103
2,552
3,382
4,54
5,585
6,353
7,506
8,374
9,927
10,978
11,897
12,362
13,989
14,539
15,695
16,832
17,946
18,338
19,719
20,558
21,674
22,145
23,528
24,442
25,192
26,193
27,911
28,514
29,564
30,613
31,621
32,590
33,765
34,244
35,158
36,225
37,19
38,822
39,318
40,614
41,299
42,703
43,471
44,766
45,784
46,802
47,899
48,408
49,610
50,133
51,194
52,762
53,822
54,418
55,889
56,596
57,970
58,485
59,119
60,380
61,499
62,721
63,909
64,75
65,261
66,742
67,154
68,343
69,318
70,141
71,976
72,66
73,255
74,188
75,174
76,103
77,224
78,636
79,155
80,92
81,295
82,967
83,420
84,747
85,549
86,904
87,66
88,603
89,597
90,363
91,995
92,148
93,194
94,587
95,747
96,968
97,532
98,266
99,239
100,4
101,534
102,59
103,821
104,502
105,687
106,739
107,811
108,736
109,306
110,358
111,915
112,242
113,389
114,54
115,240
116,358
117,243
118,159
119,417
120,981
121,222
122,301
123,798
124,31
125,429
126,359
127,243
128,696
129,5
130,837
131,960
132,109
133,287
134,476
135,906
136,166
137,470
138,514
139,970
140,990
141,467
142,844
143,992
144,901
145,719
146,774
147,124
148,967
149,188
150,426
151,8
152,476
153,320
154,465
155,301
156,400
157,599
158,456
159,177
160,638
161,884
162,58
163,706
164,886
165,628
166,419
167,138
168,894
169,560
170,924
171,982
172,604
173,693
174,602
175,85
176,697
177,249
178,337
179,273
180,552
181,299
182,967
183,317
184,998
185,655
186,299
187,220
188,500
189,102
190,371
191,321
192,440
193,590
194,749
195,513
196,778
197,43
198,293
199,441
200,122
201,281
202,166
203,684
204,342
205,405
206,572
207,213
208,209
209,543
210,309
211,342
212,152
213,206
214,920
215,627
216,750
217,600
218,93
219,286
220,871
221,524
222,276
223,448
224,761
225,63
226,234
227,496
228,558
229,127
230,166
231,915
232,438
233,239
234,394
235,96
236,802
237,943
238,125
239,894
240,619
241,654
242,765
243,693
244,497
245,215
246,530
247,974
248,583
249,903
250,285
251,688
252,236
253,63
254,519
255,640
256,925
257,977
258,590
259,396
260,61
261,827
262,978
263,788
264,6
265,995
266,78
267,829
268,945
269,302
270,738
271,444
272,514
273,778
274,30
275,211
276,191
277,812
278,200
279,867
280,263
281,222
282,318
283,502
284,31
285,857
286,279
287,239
288,471
289,179
290,380
291,465
292,908
293,884
294,605
295,944
296,367
297,915
298,645
299,712
300,506
301,240
302,863
303,785
304,586
305,798
306,570
307,363
308,135
309,151
310,96
311,604
312,649
313,651
314,69
315,899
316,765
317,903
318,522
319,608
320,789
321,502
322,760
323,746
324,270
325,15
326,914
327,372
328,515
329,474
330,196
331,917
332,334
333,624
334,288
335,106
336,711
337,430
338,823
339,403
340,261
341,845
342,444
343,135
344,737
345,706
346,172
347,532
348,834
349,13
350,994
351,607
352,58
353,632
354,775
355,884
356,496
357,758
358,494
359,595
360,711
361,845
362,678
363,527
364,620
365,505
366,120
367,540
368,213
369,663
370,712
371,988
372,572
373,875
374,977
375,806
376,26
377,62
378,985
379,805
380,465
381,335
382,340
383,112
384,978
385,996
386,20
387,675
388,133
389,14
390,485
391,433
392,751
393,79
394,663
395,907
396,182
397,273
398,429
399,634
400,456
401,852
402,506
403,837
404,73
405,603
406,555
407,951
408,634
409,3
410,799
411,673
412,823
413,937
414,739
415,775
416,401
417,399
418,795
419,202
420,586
421,483
422,859
423,690
424,488
425,381
426,643
427,397
428,912
429,802
430,209
431,904
432,676
433,649
434,424
435,328
436,311
437,218
438,966
439,662
440,436
441,206
442,155
443,277
444,479
445,119
446,773
447,241
448,747
449,580
450,513
451,310
452,43
453,721
454,211
455,410
456,52
457,865
458,279
459,272
460,183
461,873
462,137
463,826
464,789
465,51
466,822
467,122
468,90
469,163
470,629
471,509
472,420
473,458
474,648
475,748
476,157
477,252
478,868
479,249
480,380
481,568
482,168
483,418
484,979
485,468
486,115
487,525
488,33
489,930
490,54
491,329
492,582
493,122
494,464
495,796
496,791
497,165
498,128
499,806
500,984
501,628
502,125
503,809
504,846
505,251
506,890
507,556
508,847
509,310
510,213
511,82
512,64
513,718
514,310
515,860
516,286
517,759
518,221
519,720
520,593
521,937
522,108
523,675
524,138
525,538
526,404
527,994
528,726
529,508
530,467
531,905
532,306
533,632
534,498
535,607
536,486
537,846
538,853
539,670
540,310
541,552
542,844
543,778
544,731
545,322
546,903
547,374
548,921
549,904
550,814
551,277
552,361
553,165
554,901
555,499
556,519
557,618
558,599
559,865
560,6
561,667
562,514
563,87
564,175
565,746
566,920
567,721
568,208
569,79
570,478
571,33
572,305
573,901
574,68
575,565
576,33
577,777
578,205
579,420
580,176
581,1
582,745
583,906
584,150
585,879
586,166
587,805
588,312
589,137
590,974
591,444
592,299
593,199
594,913
595,267
596,280
597,880
598,130
599,573
600,992
601,992
602,312
603,671
604,913
605,18
606,603
607,5
608,687
609,670
610,254
611,947
612,526
613,976
614,892
615,434
616,738
617,565
618,394
619,365
620,986
621,210
622,540
623,711
624,361
625,427
626,164
627,618
628,28
629,892
630,886
631,606
632,402
633,344
634,711
635,229
636,349
637,3
638,691
639,79
640,231
641,910
642,837
643,919
644,751
645,983
646,993
647,593
648,363
649,986
650,558
651,934
652,224
653,729
654,119
655,30
656,732
657,643
658,608
659,712
660,37
661,428
662,942
663,785
664,970
665,392
666,127
667,94
668,575
669,429
670,49
671,136
672,358
673,828
674,886
675,468
676,336
677,555
678,237
679,379
680,748
681,339
682,660
683,797
684,758
685,993
686,721
687,373
688,601
689,804
690,160
691,385
692,543
693,354
694,287
695,152
696,852
697,214
698,197
699,48
700,395
701,18
702,977
703,203
704,304
705,789
706,958
707,397
708,381
709,305
710,4
711,573
712,136
713,59
714,578
715,221
716,649
717,56
718,495
719,576
720,306
721,513
722,273
723,32
724,279
725,11
726,964
727,760
728,636
729,357
730,620
731,44
732,606
733,767
734,110
735,876
736,386
737,67
738,128
739,143
740,441
741,179
742,465
743,409
744,741
745,199
746,843
747,427
748,637
749,968
750,333
751,732
752,364
753,430
754,645
755,217
756,896
757,347
758,147
759,958
760,183
761,258
762,656
763,225
764,371
765,175
766,173
767,87
768,374
769,365
770,384
771,365
772,49
773,110
774,642
775,117
776,726
777,570
778,436
779,43
780,533
781,799
782,95
783,259
784,947
785,392
786,274
787,770
788,167
789,526
790,742
791,101
792,263
793,704
794,542
795,761
796,311
797,696
798,890
799,280
800,17
801,164
802,731
803,236
804,104
805,918
806,665
807,436
808,198
809,104
810,391
811,257
812,166
813,383
814,88
815,115
816,772
817,67
818,491
819,133
820,80
821,648
822,954
823,809
824,65
825,708
826,169
827,521
828,462
829,53
830,489
831,115
832,864
833,22
834,84
835,784
836,75
837,422
838,795
839,298
840,907
841,630
842,770
843,992
844,755
845,605
846,573
847,791
848,737
849,266
850,101
851,966
852,358
853,532
854,27
855,870
856,73
857,833
858,909
859,92
860,595
861,241
862,958
863,693
864,173
865,239
866,471
867,677
868,997
869,940
870,995
871,419
872,184
873,567
874,977
875,117
876,505
877,525
878,410
879,227
880,384
881,905
882,395
883,354
884,285
885,616
886,700
887,224
888,52
889,523
890,238
891,935
892,763
893,178
894,244
895,657
896,429
897,570
898,304
899,782
900,875
901,99
902,23
903,532
904,593
905,280
906,902
907,155
908,980
909,163
910,491
911,683
912,507
913,156
914,913
915,741
916,547
917,614
918,739
919,244
920,644
921,535
922,97
923,638
924,665
925,138
926,24
927,298
928,645
929,619
930,28
931,816
932,472
933,742
934,905
935,415
936,530
937,164
938,607
939,567
